source_row_num,category_type,collection_code,collection_name,department_name,section_name,subsection_name,rate_code,rate_original_name,rate_final_name,rate_unit,row_type,is_scope,is_machine,is_material,resource_code,resource_name,resource_unit,resource_quantity,resource_price_per_unit_current,resource_cost,total_resource_cost_per_position,total_material_cost_per_position,total_cost_per_position,currency,price_region,is_abstract,masterformat_division,masterformat_section_title,is_labor
72,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KAVO建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组2,1000立方米,工作内容,0,0,0,,,,,,,25962.70722209599,,25962.70722209599,CNY,"Shanghai, China",,31 00 00,Earthwork,0
73,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KAVO建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组2,1000立方米,工作内容,0,0,0,,,,,,,25962.70722209599,,25962.70722209599,CNY,"Shanghai, China",,31 00 00,Earthwork,0
74,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,3.09,84.28736000000001,260.4479424,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
75,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,3.21,166.5735072,534.7009581119999,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
76,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,3.21,61.46248000000001,197.2945608,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
77,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,资源,0,1,0,DXME-KAME-KASA_MERINE,"单斗电动步进挖掘机，配备""拖拉机""作业设备，铲斗容量10立方米",台时,3.21,9854.639505599998,31633.392812976,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
78,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,操作员,0,1,0,PU_MEKAKA_KADXSA,人员：2人·小时/机器·小时,机器运行时间,3.21,156.04368,500.9002128000001,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
79,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,电力,0,1,0,DXME-KAME-KASA_MERINE,电力：消耗量412.5千瓦时/机器小时,机器运行时间,3.21,277.134,889.60014,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
80,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,工作内容,0,0,0,,,,,,,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
81,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,工作内容,0,0,0,,,,,,,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
82,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KADX,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组3,1000立方米,工作内容,0,0,0,,,,,,,32428.541713488,,32428.541713488,CNY,"Shanghai, China",,31 00 00,Earthwork,0
83,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,4.33,84.28736000000001,364.9642688000001,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
84,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,4.49,166.5735072,747.915047328,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
85,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,4.49,61.46248000000001,275.9665352,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
86,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,资源,0,1,0,DXME-KAME-KASA_MERINE,"单斗电动步进挖掘机，配备""拖拉机""作业设备，铲斗容量10立方米",台时,4.49,9854.639505599998,44247.33138014401,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
87,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,操作员,0,1,0,PU_MEKAKA_KADXSA,人员：2人·小时/机器·小时,机器运行时间,4.49,156.04368,700.6361232,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
88,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,电力,0,1,0,DXME-KAME-KASA_MERINE,电力：消耗量412.5千瓦时/机器小时,机器运行时间,4.49,277.134,1244.33166,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
89,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,工作内容,0,0,0,,,,,,,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
90,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,工作内容,0,0,0,,,,,,,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
91,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEKA,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组4,1000立方米,工作内容,0,0,0,,,,,,,45360.21069627201,,45360.21069627201,CNY,"Shanghai, China",,31 00 00,Earthwork,0
92,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,5.05,84.28736000000001,425.651168,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
93,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,5.24,166.5735072,872.8451777279998,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
94,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,5.24,61.46248000000001,322.0633952,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
95,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,资源,0,1,0,DXME-KAME-KASA_MERINE,"单斗电动步进挖掘机，配备""拖拉机""作业设备，铲斗容量10立方米",台时,5.24,9854.639505599998,51638.311009344,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
96,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,操作员,0,1,0,PU_MEKAKA_KADXSA,人员：2人·小时/机器·小时,机器运行时间,5.24,156.04368,817.6688832000002,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
97,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,电力,0,1,0,DXME-KAME-KASA_MERINE,电力：消耗量412.5千瓦时/机器小时,机器运行时间,5.24,277.134,1452.18216,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
98,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,工作内容,0,0,0,,,,,,,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
99,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,工作内容,0,0,0,,,,,,,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
100,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MEME,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组5,1000立方米,工作内容,0,0,0,,,,,,,52936.807355072,,52936.807355072,CNY,"Shanghai, China",,31 00 00,Earthwork,0
101,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,6.28,84.28736000000001,529.3246208,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
102,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,6.53,166.5735072,1087.725002016,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
103,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,6.53,61.46248000000001,401.3499944,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
104,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,资源,0,1,0,DXME-KAME-KASA_MERINE,"单斗电动步进挖掘机，配备""拖拉机""作业设备，铲斗容量10立方米",台时,6.53,9854.639505599998,64350.795971568,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
105,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,操作员,0,1,0,PU_MEKAKA_KADXSA,人员：2人·小时/机器·小时,机器运行时间,6.53,156.04368,1018.9652304,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
106,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,电力,0,1,0,DXME-KAME-KASA_MERINE,电力：消耗量412.5千瓦时/机器小时,机器运行时间,6.53,277.134,1809.68502,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
107,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,工作内容,0,0,0,,,,,,,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
108,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,工作内容,0,0,0,,,,,,,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
109,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_MERI,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组6,1000立方米,工作内容,0,0,0,,,,,,,65967.84559438399,,65967.84559438399,CNY,"Shanghai, China",,31 00 00,Earthwork,0
110,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_METO,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",6.3-6.5立方米，土壤组1,1000立方米,资源,0,0,1,ME_MEKAKA_TOSA,平均工作负荷 3.5,手表,2.06,81.39192000000001,167.6673552,17955.834292608,,17955.834292608,CNY,"Shanghai, China",,31 00 00,Earthwork,0
111,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_METO,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",6.3-6.5立方米，土壤组1,1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,2.57,166.5735072,428.0939135039999,17955.834292608,,17955.834292608,CNY,"Shanghai, China",,31 00 00,Earthwork,0
112,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_METO,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",6.3-6.5立方米，土壤组1,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,2.57,61.46248000000001,157.9585736,17955.834292608,,17955.834292608,CNY,"Shanghai, China",,31 00 00,Earthwork,0
113,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_METO,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",6.3-6.5立方米，土壤组1,1000立方米,资源,0,1,0,DXME-KAME-KASA_MERISA,单斗电动步进式挖掘机，配备“拖拉机”作业设备，斗容量6.5立方米,台时,2.57,6754.8922272,17360.073023904,17955.834292608,,17955.834292608,CNY,"Shanghai, China",,31 00 00,Earthwork,0
114,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_METO,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",6.3-6.5立方米，土壤组1,1000立方米,操作员,0,1,0,PU_MEKAKA_KAVOSA,人员：2人·小时/机器·小时,机器运行时间,2.57,144.77744,372.0780208,17955.834292608,,17955.834292608,CNY,"Shanghai, China",,31 00 00,Earthwork,0
