rate_code,rate_name,category_type,collection_code,collection_name,department_name,section_name,subsection_name,rate_unit,resource_row_count,material_row_count,machine_row_count,labor_row_count,row_count,total_resource_cost_per_position,total_material_cost_per_position,total_cost_per_position,currency,price_region,masterformat_division,masterformat_section_title
KAME_KAME_KAKADX_KADX,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,6571.8464,,6571.8464,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MEKA,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,7745.390400000001,,7745.390400000001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MEME,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,9975.124000000002,,9975.124000000002,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MERI,6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,12087.5032,,12087.5032,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_METO,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,3883.2994872,,3883.2994872,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MEPU,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,4715.4350916,,4715.4350916,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MESA,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,6194.787277199999,,6194.787277199999,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MENE,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,7674.139462799999,,7674.139462799999,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MELI,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,9893.1677412,,9893.1677412,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MEVO,6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,11927.2769964,,11927.2769964,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_MEDX,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,4156.34904,,4156.34904,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_RIKA,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,5444.8172424,,5444.8172424,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_RIME,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,7398.3012912,,7398.3012912,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_RIRI,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,4647.908664,,4647.908664,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_RITO,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,5975.882568000001,,5975.882568000001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAKADX_RIPU,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为1、0.65、0.5、0.4、0.25立方米的反铲挖掘机在沟槽中挖掘土方并堆放,1000立方米,2,0,2,0,5,8410.058734032,,8410.058734032,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KAME建筑工,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,2021.1168896,,2021.1168896,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KARI建筑工,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,2725.4346144,,2725.4346144,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KATO建筑工,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,3627.7388544,,3627.7388544,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KAPU建筑工,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,5559.601473600002,,5559.601473600002,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KASA建筑工,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,7427.1727312,,7427.1727312,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KANE建筑工,6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,8475.9244912,,8475.9244912,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KALI建筑工,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,2451.1861264,,2451.1861264,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KAVO建筑工,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,2931.137008,,2931.137008,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_KADX建筑工,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,3512.0809728,,3512.0809728,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MEKA建筑工,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,4997.988358400001,,4997.988358400001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MEME建筑工,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,5942.928217600001,,5942.928217600001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MERI建筑工,6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,6483.194419199999,,6483.194419199999,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_METO建筑工,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,2174.687156096,,2174.687156096,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MEPU建筑工,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,2656.684168576001,,2656.684168576001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MESA,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,3163.5875552,,3163.5875552,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MENE,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,4488.553345920001,,4488.553345920001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MELI,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,5543.316305920001,,5543.316305920001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MEVO,6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,6446.797707520001,,6446.797707520001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_MEDX,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,2648.9229184,,2648.9229184,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RIKA,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,3234.9447152,,3234.9447152,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RIME,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,4024.1903328,,4024.1903328,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RIRI,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,5527.5246224,,5527.5246224,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RITO,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,7413.656888,,7413.656888,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RIPU,6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,9195.371944000002,,9195.371944000002,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RISA,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,4084.0759744,,4084.0759744,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RINE,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,5152.6562624,,5152.6562624,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RILI,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,6535.849376,,6535.849376,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RIVO,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,8511.144928,,8511.144928,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_RIDX,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,11558.527392,,11558.527392,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TOKA,6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,14490.986592,,14490.986592,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TOME,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,3121.44267228,,3121.44267228,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TORI,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,4214.550170096,,4214.550170096,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TOTO,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,5599.569593696,,5599.569593696,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TOPU,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,7847.841864648,,7847.841864648,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TOSA,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,10140.470634064,,10140.470634064,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TONE,6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,12989.819788936,,12989.819788936,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TOLI,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,4010.980291584,,4010.980291584,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TOVO,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,5299.985563424001,,5299.985563424001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_TODX,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,7092.814901728001,,7092.814901728001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_PUKA,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,4716.884793935998,,4716.884793935998,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_PUME,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,6135.228994808001,,6135.228994808001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_PURI,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,8425.88569772,,8425.88569772,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_PUTO,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,7934.280079200001,,7934.280079200001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEKA_PUPU,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,1000立方米,3,1,2,0,6,10487.7470592,,10487.7470592,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KAME建筑工,"8 (6,3-10) m³，土壤组1",建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,11198.226875184,,11198.226875184,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KARI建筑工,8 (6.3-10) 立方米，土壤组 2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,14217.822413504,,14217.822413504,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KATO,8 (6.3-10) m3，土壤组3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,20247.889608096,,20247.889608096,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KAPU,8 (6.3-10) 立方米，土壤组 4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,26796.774730976,,26796.774730976,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KASA,8 (6.3-10) m3，土壤组5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,37224.634285376,,37224.634285376,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KANE,8 (6.3-10) m3，土壤组6,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,42134.649312224,,42134.649312224,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KALI,5 (5-5.2) m³，土壤组1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,6484.425589119999,,6484.425589119999,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KAVO,5 (5-5.2) m³，土壤组2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,8249.655932800002,,8249.655932800002,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_KADX,"5 (5-5,2) 立方米，土壤组 3",建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,10214.453768288,,10214.453768288,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_MEKA,"5 (5-5,2) 立方米，土壤组 4",建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,13561.396754688,,13561.396754688,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_MEME,"5 (5-5,2) 立方米，土壤组 5",建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,16720.710490304,,16720.710490304,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMEME_MERI,"5 (5-5,2) 立方米，土壤组 6",建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,1000立方米,7,2,5,0,11,18927.034451648,,18927.034451648,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMERI_KAME建筑工,1,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,土方开挖并装载至自卸卡车,1000立方米,6,2,4,0,10,3340.016512928,,3340.016512928,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMERI_KARI建筑工,2,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,土方开挖并装载至自卸卡车,1000立方米,6,2,4,0,10,4245.785858304,,4245.785858304,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMERI_KATO建筑工,3,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,土方开挖并装载至自卸卡车,1000立方米,6,2,4,0,10,5244.635053440001,,5244.635053440001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMERI_KAPU建筑工,4,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,土方开挖并装载至自卸卡车,1000立方米,6,2,4,0,10,7085.643728896001,,7085.643728896001,CNY,"Shanghai, China",31 00 00,Earthwork
KAME_KAME_KAMERI_KASA,5,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,土方开挖并装载至自卸卡车,1000立方米,6,2,4,0,10,9281.308121216001,,9281.308121216001,CNY,"Shanghai, China",31 00 00,Earthwork
